insurance_company,recover_office_zip_code,damage_address_zip_code,office_distance,case_creation_year,case_creation_month,project_id
C,3184,3181,"5,5",2020,11,270407
J,2714,2730,"10,7",2023,1,270409
N,5147,5054,"6,7",2022,3,270410
K,7038,7540,"12,8",2022,12,270413
C,5700,5706,"21,8",2020,10,270414
J,5911,5936,"11,6",2021,6,270415
C,5537,5545,"4,4",2020,10,270416
H,2406,2414,"1,5",2024,4,270419
J,2019,2020,"3,8",2022,1,270420
J,6783,,"3,2",2020,11,270422
D,8900,8920,"25,5",2022,2,270426
A,4313,4313,5,2025,2,270427
J,9024,9017,"10,8",2023,6,270430
C,6770,6770,2,2021,9,270432
C,6783,6779,"11,1",2021,6,270433
C,8613,8626,"1,6",2020,12,270437
D,7038,7032,"3,4",2021,8,270438
C,283,1362,"4,5",2023,10,270441
J,5147,5200,"33,3",2021,7,270444
N,3300,3322,"12,7",2021,8,270445
J,3962,3960,"15,6",2021,5,270449
K,3157,3176,"6,5",2024,9,270450
C,3550,3540,"15,1",2021,1,270451
C,8613,8198,"123,9",2024,11,270452
N,8370,8387,"39,9",2022,2,270453
D,3219,3222,"1,8",2020,1,270454
J,1738,1743,"3,1",2023,1,270455
J,9407,9406,"0,7",2020,5,270456
D,2383,2818,"36,8",2023,7,270457
N,975,379,"16,6",2020,7,270458
C,5911,5912,"13,3",2024,6,270462
D,4313,4313,"5,7",2020,8,270464
C,6070,6080,"11,4",2022,10,270466
J,3513,3514,4,2021,7,270467
C,3138,3133,"2,6",2023,8,270469
C,9407,9405,"1,5",2021,3,270470
J,4612,4626,"5,5",2024,10,270471
N,8208,8201,"39,8",2020,12,270472
D,8208,8218,"9,7",2023,1,270473
J,4013,4010,"1,9",2019,12,270477
H,6023,6009,"11,9",2020,7,270478
C,7820,7804,"3,2",2024,11,270482
C,1599,1528,"6,6",2025,6,270483
J,5700,5713,"31,6",2021,2,270488
C,182,354,"3,6",2025,5,270489
N,5147,5170,"6,1",2023,8,270490
J,1400,1404,"13,1",2021,10,270493
J,3138,3142,"7,2",2022,4,270494
C,8402,8445,"44,5",2024,11,270498
N,1739,1890,"20,4",2023,8,270501
J,6770,6823,"24,7",2021,6,270504
N,4636,4631,"10,4",2021,2,270505
C,2019,2019,"1,2",2022,3,270506
C,2619,2372,"13,8",2022,5,270508
C,7038,7020,"7,7",2023,5,270509
C,1711,1707,"3,5",2022,10,270510
J,7038,7081,"6,2",2021,8,270515
J,1188,1284,"6,8",2020,2,270518
J,5911,5281,"28,1",2023,6,270521
C,6415,6421,"7,7",2023,12,270522
G,2900,2937,"45,3",2020,12,270523
J,1188,694,"1,9",2024,6,270524
J,7900,7994,"85,2",2023,7,270526
N,3718,3742,4,2023,5,270527
J,3017,3015,"0,5",2021,7,270530
K,1086,2053,"31,3",2024,4,270533
C,3513,3512,"7,7",2022,1,270535
J,3718,3731,"6,4",2021,12,270537
K,1086,1480,"13,9",2023,9,270538
F,9360,9357,"47,5",2022,3,270544
J,9900,9910,"8,9",2020,4,270545
K,3232,3225,"7,9",2022,2,270547
F,6100,6155,"10,5",2020,4,270549
K,975,2013,"11,5",2020,12,270552
D,4735,4724,"24,3",2020,5,270557
H,6023,6030,"15,5",2023,1,270562
C,6809,6871,"161,8",2023,11,270565
J,1086,1087,"0,7",2023,3,270569
J,4013,4137,"54,9",2020,9,270572
J,3940,3967,19,2020,10,270576
C,1086,672,"6,3",2022,6,270578
C,2383,2387,"3,6",2022,6,270580
N,1599,1513,6,2021,2,270585
J,1618,1614,"7,4",2021,6,270587
K,9845,9730,"179,3",2022,12,270588
J,3718,3727,"2,2",2021,1,270592
C,3919,3733,6,2020,4,270594
J,8402,8475,"55,7",2023,7,270595
C,5033,5042,"2,9",2024,6,270597
C,2619,2625,"6,5",2021,6,270599
J,9900,9912,"8,4",2023,9,270601
J,2056,2070,"24,6",2020,5,270603
J,6023,6017,"5,7",2023,3,270604
K,8613,8610,"4,1",2021,5,270605
C,283,283,"0,6",2023,8,270607
J,2406,2344,"24,2",2023,12,270608
C,5412,5414,"11,9",2024,6,270615
G,5700,5705,"3,9",2024,4,270616
K,3718,3748,"15,2",2021,3,270617
J,9514,9513,"6,2",2022,8,270618
C,4013,4023,"4,7",2022,2,270619
J,1383,1395,"7,8",2023,7,270620
C,1086,481,"7,3",2021,1,270621
C,3513,3518,"6,2",2023,8,270624
K,1086,2015,"15,1",2022,1,270627
N,7820,7882,"114,6",2021,12,270628
K,8370,8300,"67,4",2024,1,270629
G,6415,6425,"5,1",2020,4,270630
N,5147,5033,"9,8",2021,5,270632
C,7820,7802,"2,5",2019,12,270634
C,4013,4317,"16,6",2020,12,270639
C,977,491,"11,6",2023,4,270640
J,6023,6035,9,2022,9,270641
J,7038,7088,"9,3",2023,8,270642
J,9407,9475,"26,2",2021,8,270643
E,2019,2760,"68,5",2022,8,270646
C,6008,6040,"15,7",2020,11,270647
N,1400,1163,"21,8",2020,12,270648
K,9024,9024,2,2023,9,270651
C,283,765,6,2025,2,270655
J,4013,4085,"8,2",2025,4,270656
N,5147,5089,"10,9",2022,3,270657
N,4636,4614,"11,9",2021,1,270658
D,6023,6170,26,2023,1,270660
C,7670,7670,"0,4",2024,10,270661
C,6718,6700,"5,7",2022,12,270666
G,8803,8890,"23,6",2021,8,270667
K,7820,7822,"12,9",2022,3,270668
C,4370,4372,"9,2",2023,10,270670
E,5360,5363,"10,2",2021,8,270673
C,1599,1518,"6,5",2020,11,270674
E,7038,7046,"5,9",2024,6,270675
C,5537,5534,"3,7",2024,2,270680
C,283,1354,"5,6",2019,4,270686
J,5147,5231,"11,2",2020,2,270689
J,4370,4389,"26,3",2022,11,270690
J,3219,3222,"1,4",2023,9,270692
J,3718,3733,"3,5",2022,12,270693
C,2940,2940,"4,3",2025,4,270696
J,4636,4885,"37,2",2024,3,270697
J,7038,7031,3,2020,11,270698
J,5360,5354,"4,3",2024,12,270699
N,9900,9900,"1,5",2021,10,270702
C,1738,1707,"3,9",2024,1,270706
C,9024,9012,"7,5",2024,5,270708
J,4013,4015,"1,9",2020,11,270709
C,3962,3970,"9,1",2021,11,270711
N,7900,7970,"26,6",2023,6,270713
N,6023,6036,"16,6",2020,3,270715
K,1188,1406,"23,8",2024,1,270717
J,1767,1771,2,2020,7,270722
N,2383,2385,"6,4",2020,2,270727
K,3017,3404,"9,4",2025,3,270728
K,9024,9060,82,2023,7,270730
H,7820,7890,121,2021,10,270735
C,1739,1738,"5,1",2021,8,270738
H,9514,9537,"6,7",2023,2,270739
J,6023,6008,"12,9",2024,12,270740
N,2383,2384,"7,3",2022,8,270741
J,7038,7058,"6,8",2022,10,270742
C,3262,3296,20,2019,2,270744
F,7820,7800,"4,1",2022,8,270745
C,8613,8624,"4,8",2020,3,270748
J,283,383,"2,6",2021,12,270750
N,7604,7650,"11,9",2023,3,270752
N,4636,4639,"8,8",2022,6,270754
C,7820,7818,"55,5",2022,1,270755
C,2900,2900,"3,9",2023,8,270756
E,3718,3717,"2,5",2022,11,270761
N,1599,1560,"15,6",2020,5,270763
C,2383,2383,2,2021,11,270764
N,2056,2073,"22,7",2021,2,270765
J,5360,5363,"10,4",2024,10,270773
J,283,1344,"8,4",2021,5,270774
J,3219,3211,"4,4",2020,5,270778
C,1188,680,"3,9",2023,1,270780
N,5911,5918,"15,8",2020,10,270783
C,5911,5943,31,2021,5,270784
C,1850,1850,"0,5",2024,2,270788
N,4313,4323,"9,8",2022,7,270794
C,1188,1157,3,2020,3,270796
N,1618,1607,"6,1",2020,1,270805
N,1400,1263,"17,4",2022,1,270810
C,1188,270,"11,2",2023,9,270828
D,8803,8800,"26,5",2023,6,270836
J,8370,8370,"8,6",2023,6,270837
K,3157,3186,"16,5",2022,6,270842
N,4313,4021,"10,2",2020,8,270851
K,7503,7513,"5,7",2021,10,270856
H,4370,4372,"0,2",2022,10,270866
K,4612,4633,"4,3",2025,6,270868
C,7820,7802,"4,7",2022,8,270879
F,1850,1870,"24,2",2023,5,270902
J,4013,4018,"6,5",2023,6,270904
E,5911,5914,"6,4",2025,1,270906
J,9409,9430,"27,3",2022,1,270926
J,3184,3185,"4,3",2020,4,270928
N,8370,8310,"58,5",2022,5,270930
D,5700,5700,3,2021,4,270936
J,3513,3513,"1,3",2022,5,270945
C,4313,4044,"9,4",2020,10,270953
D,5542,4250,15,2021,10,270973
J,3057,1086,"62,3",2023,10,270974
J,5911,5914,"5,7",2021,12,270985
K,975,1389,"41,6",2021,11,270990
C,1618,1637,"9,2",2024,7,270998
J,9360,9321,"60,2",2019,11,270999
H,4848,4810,"16,7",2023,12,271000
N,1086,667,10,2023,6,271001
J,4013,4058,"11,5",2019,12,271003
C,1188,1177,"4,8",2023,9,271004
J,3800,3854,"85,9",2020,5,271007
C,5147,5357,"23,5",2020,7,271008
J,2383,2319,"15,2",2022,8,271011
N,3157,3140,"13,4",2020,12,271012
J,1599,1591,"8,5",2021,9,271013
D,7327,7336,"25,8",2024,2,271014
J,4636,4640,28,2021,7,271015
D,8900,8920,"38,3",2021,3,271016
K,3718,3743,"3,2",2025,2,271017
K,8613,8613,"1,1",2025,1,271018
C,1599,1570,"9,9",2021,4,271019
F,7038,7540,19,2022,11,271020
C,1599,1555,"11,1",2019,7,271021
J,3138,3120,"6,1",2020,8,271023
J,4636,4879,"34,6",2023,3,271026
D,7038,7037,1,2021,8,271028
L,1807,1815,"5,3",2024,1,271029
J,2821,2820,"7,5",2021,2,271030
J,7503,7525,30,2022,6,271032
D,5360,5357,"11,6",2021,8,271033
C,6490,6490,"1,6",2020,11,271034
C,8370,8310,"43,6",2020,3,271035
J,2821,2848,"23,1",2020,2,271037
N,4735,4748,"85,2",2022,2,271040
C,2940,2953,"16,3",2022,4,271042
J,1406,1405,"9,2",2024,10,271043
J,283,1358,"3,8",2024,1,271047
C,975,458,"9,1",2020,10,271049
J,2770,2846,"44,3",2025,3,271050
C,8402,8324,"98,7",2023,8,271051
J,5537,5565,"21,8",2024,1,271052
K,7820,7777,"66,8",2022,9,271053
I,2019,2010,6,2020,8,271058
J,8613,8700,"65,9",2022,6,271060
C,5542,5563,"9,2",2020,2,271061
J,6100,6165,"26,1",2021,2,271062
L,3513,3370,"28,9",2023,2,271064
K,8400,8450,"27,8",2020,2,271065
C,3157,3114,10,2021,6,271066
N,3157,3138,14,2023,1,271067
K,9024,9024,"1,3",2024,8,271069
C,2019,1481,"7,6",2021,10,271071
J,4313,4055,"7,2",2024,1,271073
J,4013,4041,"5,6",2020,11,271074
D,5463,5750,"61,2",2024,7,271075
C,8370,8300,"53,2",2019,10,271076
C,7500,7504,"2,9",2020,6,271077
K,9409,9436,"36,6",2022,1,271079
K,1188,1914,"25,6",2023,11,271080
C,6718,6729,"40,5",2020,11,271086
C,2019,1482,16,2023,6,271088
N,3513,2750,"26,7",2021,3,271089
C,1086,1462,"4,9",2023,8,271092
J,6415,6453,"21,5",2020,3,271094
J,1188,166,"10,2",2020,10,271096
E,6718,6718,"3,5",2024,2,271098
N,2406,2340,"18,7",2022,6,271100
N,6100,6065,"29,3",2022,8,271101
G,,374,"6,1",2025,2,271102
J,2406,2420,"75,2",2023,1,271104
J,9360,9360,"1,3",2023,10,271105
C,7900,7960,"41,6",2025,5,271108
D,5147,5253,"7,8",2021,5,271109
J,9024,9010,"6,2",2020,3,271111
H,6100,6065,"33,5",2021,12,271113
L,7038,7560,"21,5",2023,7,271115
N,2056,2055,"9,1",2023,2,271118
N,4820,4836,"13,8",2022,7,271120
J,1767,1798,"16,6",2023,6,271122
F,7820,7863,"27,2",2025,2,271124
D,6100,6102,"1,5",2024,11,271125
C,2619,2609,"3,8",2022,7,271126
H,7038,7380,"120,1",2023,8,271131
J,2406,2412,"9,6",2022,1,271132
G,1086,672,"6,6",2023,7,271133
C,9024,9021,"14,6",2020,6,271134
N,7604,7657,"11,3",2023,9,271135
C,2940,2953,"16,3",2022,2,271138
C,975,956,"3,1",2019,5,271140
C,2019,2008,"10,1",2020,7,271141
J,4820,4818,"17,8",2020,10,271142
J,9360,9360,"3,3",2021,1,271143
E,4344,4342,"7,7",2024,4,271144
J,8402,8481,103,2023,7,271146
N,6023,6010,3,2021,2,271147
J,8006,8011,"4,8",2022,12,271150
N,6783,6823,"60,1",2023,10,271152
N,5537,5525,"5,7",2021,11,271154
J,5542,5542,"1,5",2020,11,271156
N,8370,8360,"13,1",2020,6,271157
C,7038,7012,"5,1",2020,7,271159
D,6718,6700,"9,6",2024,11,271160
N,3232,3218,"11,8",2020,8,271162
K,3157,3114,"7,4",2022,11,271163
J,4276,4250,"5,2",2021,1,271164
C,5147,5154,3,2020,5,271165
J,6415,6300,"61,6",2021,10,271167
K,8803,8665,"59,5",2022,4,271170
H,9360,8520,"81,8",2023,12,271171
D,8803,8850,"27,9",2022,4,271172
K,2940,3560,"64,4",2024,6,271174
K,9152,9146,"45,6",2020,3,271177
C,5412,5554,"16,2",2019,10,271178
J,9845,9790,"197,3",2023,11,271179
J,7038,7560,"15,7",2024,4,271182
C,3232,3225,"7,4",2020,6,271183
I,2821,2840,"17,2",2021,3,271184
K,9024,9019,"5,6",2024,4,271187
J,5911,5914,"5,1",2022,1,271188
N,4313,4070,"19,2",2020,11,271190
C,7038,7033,"1,9",2020,8,271191
K,7820,7800,"3,3",2024,12,271192
C,7604,7603,"2,3",2021,9,271193
E,4636,4630,"10,7",2022,4,271195
C,6023,6016,"8,3",2020,1,271196
K,9407,9415,"7,3",2021,8,271199
J,2383,2335,"28,7",2020,3,271201
D,2714,2730,"12,2",2022,8,271203
N,2383,2316,"16,7",2021,4,271204
J,7714,7718,"14,1",2020,8,271207
C,7714,7717,"18,1",2022,10,271208
J,2900,2923,"22,6",2023,9,271209
C,6783,6789,"16,1",2024,11,271213
K,8006,8093,"40,9",2024,9,271214
H,3138,3133,"1,6",2024,11,271215
C,1807,1914,"31,9",2022,3,271218
J,6023,6010,"2,9",2022,4,271220
C,6800,6817,"16,6",2023,10,271222
K,7900,7900,"1,3",2024,4,271226
J,2150,2123,53,2020,4,271228
J,1400,1914,"13,7",2020,9,271231
K,8402,8400,"0,9",2023,2,271234
J,3940,3946,6,2020,1,271236
K,3157,3182,18,2019,12,271238
J,1188,677,"4,8",2024,2,271240
J,2714,2750,"8,3",2021,7,271241
D,2714,2730,"17,2",2023,3,271243
N,283,1363,"6,2",2022,3,271244
N,1086,883,13,2019,11,271249
C,2383,2383,"1,7",2023,6,271251
N,8006,8005,3,2022,1,271253
C,3262,3260,"1,8",2024,9,271255
J,4515,4513,"9,5",2020,10,271257
C,7604,7609,"2,5",2021,1,271258
K,1086,1900,"15,4",2024,6,271259
J,5360,5360,"7,9",2023,6,271262
J,7038,7032,"3,5",2022,12,271264
J,5460,5450,"5,6",2020,9,271265
C,283,260,"6,6",2023,2,271267
J,975,594,4,2021,2,271268
C,7900,7940,9,2020,1,271269
J,3262,3271,6,2023,1,271270
K,8400,8406,"10,3",2021,1,271277
J,1599,1524,"4,6",2021,12,271278
N,3513,3530,"13,1",2023,8,271285
C,6415,6419,"4,1",2020,4,271287
C,6770,6770,"2,4",2024,11,271289
J,8908,8920,"21,5",2025,6,271291
F,6100,6150,"10,8",2019,9,271292
E,5033,5013,"6,9",2023,1,271293
N,5537,5522,"4,1",2023,7,271294
H,4013,4012,"2,1",2021,7,271295
E,1599,1543,"20,3",2025,3,271296
N,8656,8803,"62,5",2021,9,271300
D,8208,8276,"142,1",2021,12,271301
C,9024,9022,"3,7",2020,7,271302
H,1739,1743,"5,7",2020,10,271304
K,8006,8074,"5,2",2021,4,271305
D,6023,6030,"15,6",2023,3,271310
J,5147,5141,"2,4",2023,8,271313
C,283,260,"5,8",2021,10,271314
J,7038,7032,"2,9",2021,4,271315
K,3083,3188,"17,3",2022,10,271316
J,8613,8610,"4,6",2020,6,271317
N,5033,5019,"3,2",2023,1,271318
E,3157,3126,"6,5",2025,1,271319
N,1618,1664,4,2020,8,271323
K,8208,8286,"176,3",2021,6,271324
J,8208,8230,"38,9",2019,11,271325
J,7604,7604,"0,6",2023,12,271329
C,3262,3258,"2,4",2023,4,271331
C,5918,5917,"12,5",2025,2,271332
D,6718,6777,"44,4",2024,1,271333
C,7038,7031,"2,5",2020,8,271338
J,5430,5416,"28,1",2020,10,271339
C,1599,1599,"4,9",2024,1,271340
N,9407,9450,"31,6",2021,4,271341
C,7820,7804,"4,3",2020,1,271343
D,5537,5521,"4,3",2023,8,271344
J,6770,6826,"44,6",2023,1,271345
C,3513,3510,"2,4",2024,9,271349
G,3513,2730,"24,5",2021,5,271350
E,6023,6011,"7,1",2022,6,271355
C,4313,4032,"7,8",2019,12,271356
J,6100,6140,"38,1",2022,4,271357
C,7038,7079,"8,3",2020,2,271358
K,7820,7804,"4,6",2021,9,271359
D,5131,5282,"31,5",2023,12,271360
J,3300,3678,53,2023,4,271361
J,2821,2848,"24,5",2020,11,271365
C,283,267,7,2024,5,271366
J,8208,8209,"2,3",2024,6,271367
C,5147,5004,"8,2",2021,10,271368
C,3184,3184,"0,5",2021,10,271372
J,2406,2409,"3,7",2021,7,271373
N,1383,377,"23,2",2021,7,271374
K,3262,3947,"17,9",2021,6,271375
H,3017,3409,"14,7",2023,5,271380
C,1850,1850,1,2023,8,271381
C,1599,1518,"7,3",2020,10,271383
D,5131,5124,"3,7",2022,11,271385
K,7038,7071,"8,1",2020,9,271386
N,8400,8475,"59,4",2020,4,271388
J,1400,1811,"32,8",2020,2,271389
N,2821,2870,"43,3",2020,8,271390
N,5911,5650,"51,8",2022,7,271391
E,1400,1405,"7,8",2020,5,271392
J,5147,5146,"3,4",2021,4,271393
J,3513,3515,"1,8",2022,6,271394
G,3138,3145,"15,4",2021,7,271395
C,6415,6457,8,2020,6,271396
N,4313,4018,"8,6",2021,12,271397
J,4820,4843,"8,6",2020,6,271398
G,7714,7670,"22,3",2022,5,271399
J,1188,658,"8,1",2021,4,271400
J,4636,4633,"8,9",2021,2,271402
K,8402,8484,"46,5",2023,1,271403
C,2019,1464,"6,7",2020,11,271404
J,5147,5173,"11,5",2020,9,271407
C,9024,9012,"8,3",2025,2,271408
C,8613,8630,"22,9",2023,9,271409
J,2619,2610,"24,7",2021,10,271410
C,975,476,"8,6",2020,6,271411
C,1599,1528,"6,3",2019,12,271414
C,1599,1555,"11,6",2020,8,271415
C,4612,4630,"4,2",2023,10,271417
E,4646,4636,"38,9",2025,5,271418
J,7340,7288,"57,1",2020,8,271421
C,1618,1621,10,2020,7,271422
D,5360,5355,"8,3",2023,3,271423
C,8006,8014,"4,2",2024,2,271424
E,1086,3403,"49,1",2024,1,271425
C,8613,8754,"94,8",2021,4,271430
C,5430,5437,"9,6",2020,5,271431
N,975,1281,"16,3",2021,11,271432
E,7714,7725,3,2022,5,271433
C,1599,1580,"9,4",2020,2,271434
C,975,962,"2,3",2020,7,271436
J,2821,2864,"33,2",2021,1,271439
J,3232,3244,"2,3",2024,1,271440
C,8370,8310,"62,7",2022,2,271441
K,3232,3220,"3,4",2024,11,271442
F,4735,4735,"4,2",2021,7,271443
N,1599,1515,"4,5",2020,12,271444
C,7900,7818,"39,7",2025,1,271445
C,8656,8663,"3,5",2023,10,271449
C,1739,1730,"3,7",2023,1,271450
C,7604,7604,"0,9",2020,3,271454
C,1383,1385,"2,8",2021,8,271456
C,6783,6218,"41,3",2021,2,271457
J,7604,7024,"93,7",2022,8,271458
K,7900,7970,22,2025,2,271459
D,7714,7713,"2,9",2022,1,271461
J,1188,1184,"3,8",2023,8,271462
J,4013,4026,"4,1",2020,5,271464
D,6783,6783,"4,3",2025,2,271472
E,,2019,0,2022,7,271476
J,6800,6973,"27,7",2022,3,271477
E,977,2040,"28,4",2024,1,271478
C,283,1367,"4,2",2022,9,271483
J,3262,3295,"16,1",2021,12,271484
N,8370,8314,45,2022,4,271485
J,1400,1820,"20,5",2020,12,271486
J,1188,1161,"3,5",2023,9,271487
C,283,254,"6,8",2023,7,271490
N,6718,6727,"26,1",2021,2,271492
J,1188,1188,"1,8",2024,9,271498
J,2406,2427,78,2023,1,271504
N,3232,3216,"9,6",2021,7,271507
G,1086,580,"6,1",2021,3,271508
E,3300,3615,"27,8",2020,2,271509
J,4612,4715,"28,9",2022,10,271511
C,4013,4052,"7,5",2021,7,271513
D,5360,5379,"21,8",2023,5,271516
J,3262,3282,"20,5",2023,1,271517
N,8208,8200,"2,5",2020,7,271518
K,7820,7977,"52,4",2024,1,271519
C,3550,3540,"8,6",2021,1,271520
D,5911,5918,"12,4",2019,2,271521
J,3550,3540,"33,4",2020,10,271522
E,3219,3234,2,2023,7,271523
J,7820,7870,"50,6",2025,5,271524
D,4580,4560,"22,8",2021,3,271526
I,5542,4265,"7,3",2020,11,271528
K,3718,3728,"2,5",2023,12,271532
K,7038,7041,10,2021,2,271533
N,975,551,"8,6",2021,2,271535
C,1622,1624,"5,7",2023,2,271536
C,7500,7507,"3,6",2021,1,271537
G,8006,8009,"1,3",2024,4,271538
E,4344,4342,"7,9",2021,8,271540
J,975,956,"2,5",2020,5,271541
J,5360,5353,3,2021,2,271543
C,1599,1531,"4,6",2024,3,271545
C,4276,4270,"4,6",2020,11,271546
N,3157,3142,"10,7",2021,9,271547
G,3017,3025,"4,4",2025,6,271548
J,8208,8207,"1,4",2021,10,271549
H,8370,8300,"55,8",2020,9,271551
J,9900,9925,"40,6",2020,10,271553
J,3057,3023,"4,9",2022,6,271556
C,5147,5011,7,2021,8,271557
C,4580,4550,"16,1",2021,5,271558
C,7900,7900,2,2021,12,271560
C,4013,4014,"1,1",2022,1,271561
C,4013,4009,"2,7",2023,9,271562
J,1406,1820,"27,3",2024,1,271566
D,8613,8613,"0,8",2021,3,271568
J,7038,7033,"2,9",2022,4,271569
G,1767,1798,"27,7",2020,2,271570
N,2714,2742,"20,5",2022,2,271573
C,7038,7030,"3,3",2025,3,271578
J,283,1338,"9,3",2024,4,271579
D,6023,6200,"46,4",2021,2,271581
J,2619,2624,"3,3",2022,9,271585
J,6100,6080,30,2021,10,271588
K,6783,6090,"97,7",2023,2,271589
J,5147,5310,"23,2",2021,8,271590
N,3157,3140,"10,8",2021,1,271591
J,6783,6783,"6,9",2022,6,271592
C,283,367,"6,4",2024,1,271593
C,8402,8410,"55,5",2024,1,271595
J,283,377,"5,1",2024,4,271598
J,5537,5570,"18,4",2021,11,271599
N,4636,4635,5,2020,11,271600
J,1739,1711,"7,8",2020,7,271602
N,7900,7900,"9,6",2022,11,271603
K,7900,7970,"21,5",2020,11,271605
C,4612,4638,"9,8",2020,10,271607
J,9514,9515,"4,3",2021,10,271612
C,7714,7796,"38,1",2022,1,271614
K,1086,957,"8,9",2023,4,271616
K,8613,8622,"2,4",2023,1,271617
E,7820,7805,3,2021,6,271618
C,7714,7715,1,2021,12,271626
D,5131,5260,"16,1",2025,4,271628
N,5147,5096,"10,5",2022,1,271629
H,5147,5173,"9,9",2020,12,271634
E,5147,5141,"3,5",2024,6,271636
G,1739,1738,"3,8",2022,12,271639
C,2940,2966,"28,2",2019,10,271640
J,1599,1532,"3,5",2020,3,271641
C,7670,7670,"6,9",2025,1,271643
C,1618,1672,"7,6",2020,11,271644
E,7038,7550,"27,9",2020,11,271645
K,6783,6092,96,2020,10,271646
J,4848,4816,"9,2",2022,10,271650
C,8613,8630,"53,2",2022,8,271652
C,9024,9024,"1,3",2024,6,271654
C,283,283,"1,1",2023,5,271655
J,9900,9900,"0,6",2019,7,271659
J,2383,2340,34,2021,1,271660
N,2619,2609,"3,5",2023,3,271661
D,4735,4735,"4,2",2020,12,271662
F,7340,7340,"14,6",2023,1,271663
G,1618,1718,"7,8",2025,6,271664
J,6023,6230,"15,7",2021,2,271667
J,2150,2150,"1,9",2024,3,271670
J,6415,6411,"13,7",2022,8,271673
J,3219,3231,"7,9",2022,1,271675
J,5700,5710,"6,8",2023,1,271677
J,8400,8432,"36,5",2021,3,271679
C,283,370,6,2024,2,271680
N,5147,5187,"18,8",2023,6,271681
J,2383,2323,"16,2",2022,5,271684
K,9024,9024,"2,6",2021,4,271685
J,4636,4631,"10,8",2022,9,271687
J,5911,5916,"5,1",2025,6,271692
C,7038,7018,"7,5",2021,6,271693
J,283,372,"7,8",2023,5,271695
L,1406,1408,"7,8",2025,4,271696
J,2714,2090,"21,5",2023,7,271701
J,4313,4051,"3,7",2021,6,271702
C,2900,2920,"4,5",2022,1,271703
F,1807,1816,"10,2",2022,8,271705
J,9360,9360,"0,9",2020,10,271708
J,5537,5550,"21,1",2024,1,271710
J,7714,7690,"40,7",2023,11,271714
D,4313,4054,"10,7",2021,9,271717
J,4370,4371,"1,8",2021,7,271719
H,3039,3077,"19,8",2020,9,271721
N,6415,6394,"42,3",2022,1,271724
C,5147,5170,"5,4",2021,10,271725
E,7714,7732,"22,1",2023,11,271727
C,7604,7600,1,2020,1,271733
J,6100,6083,"52,9",2020,4,271736
J,1406,1254,"17,3",2022,10,271737
J,4580,4400,"42,2",2023,3,271739
J,2821,2821,"3,7",2021,7,271740
E,6900,6907,"1,9",2024,2,271741
J,3262,3280,"17,6",2022,1,271744
E,8900,8907,"1,5",2024,11,271746
J,6900,6914,"20,9",2025,6,271747
E,3513,3513,"0,7",2020,12,271748
E,8613,,"100,7",2021,2,271749
J,5360,5363,"8,8",2021,4,271750
C,2619,2611,"4,9",2020,1,271751
J,6900,6940,"24,6",2024,8,271753
C,1188,1177,"5,1",2021,3,271755
H,5537,5531,"3,3",2023,9,271756
D,6800,6961,43,2021,8,271757
N,9514,9515,"5,9",2021,9,271759
C,1767,1767,"0,3",2021,12,271762
D,3300,3053,"2,5",2021,2,271763
K,8400,8432,"36,7",2019,2,271764
C,8208,8264,"60,8",2021,7,271766
F,9409,9411,3,2023,12,271767
J,4612,4633,"6,4",2024,2,271769
D,8402,8481,103,2024,9,271771
C,2211,2208,"1,1",2020,8,271773
J,3683,3683,1,2022,2,271774
K,3718,3726,"3,1",2021,9,271775
E,8400,8415,"14,7",2020,12,271777
K,3232,3216,"7,8",2023,1,271778
N,1188,193,"7,7",2023,9,271781
C,1622,1621,"4,9",2024,9,271783
J,2714,2742,"22,7",2021,10,271784
D,4580,4560,"27,2",2023,8,271785
D,5147,5151,"7,8",2020,11,271786
F,7900,7985,"51,1",2024,6,271790
C,7870,7882,"75,8",2025,2,271792
C,1711,1725,2,2021,9,271793
C,1599,1570,"6,2",2022,10,271796
J,1738,1743,"4,5",2025,6,271798
K,7604,7633,"38,1",2022,5,271801
K,6783,6155,"59,2",2024,8,271802
C,1400,1405,"5,6",2020,12,271803
N,2940,2940,"3,1",2023,5,271808
K,1086,1187,"13,9",2023,8,271809
J,5147,5099,"12,7",2022,12,271810
K,7714,7713,"2,9",2021,11,271814
J,9912,9900,"2,6",2023,9,271815
C,8402,8445,"43,4",2022,1,271817
N,3157,3112,"8,7",2021,9,271822
J,5147,5096,"11,6",2021,12,271826
C,2619,2615,"2,6",2021,1,271827
C,7604,7655,18,2022,2,271829
C,7604,7630,"23,9",2021,12,271830
N,283,1168,27,2021,5,271833
C,1618,1619,"2,5",2023,6,271834
E,6900,6856,"159,6",2023,12,271836
J,2940,2953,"15,2",2021,6,271839
N,9360,9360,"4,3",2020,9,271840
C,4013,4023,"3,6",2023,5,271841
D,5147,5162,"5,4",2022,11,271845
J,975,464,"9,6",2020,3,271846
D,6809,6800,"0,2",2021,7,271849
J,8656,8660,"1,8",2021,10,271851
N,7900,7970,"20,9",2020,9,271852
C,1188,187,"8,1",2024,10,271856
J,6100,6065,"31,1",2024,4,271858
C,1086,1084,"1,7",2023,9,271859
J,3024,3023,"1,9",2021,11,271862
J,6900,6906,2,2024,8,271865
N,3414,3014,"5,2",2021,9,271869
J,1400,1453,"33,7",2021,9,271871
L,4515,4516,"9,2",2022,2,271872
